source_data_name,problem_type,difficulty,achievement_standard_code,achievement_standard_text,chapter_major,chapter_middle,chapter_minor,problem_subtype,question_text,question_with_options,question_image_bbox,answer,explanation,option_type,extraction_status,recovered_answer,answer_match,image_regions
S3_중등_2_001829,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,평행한 직선과 일차함수 식,다음 중 오른쪽 일차함수의 그래프와 서로 평행한 직선의 방정식은?,일차함수 그래프.,"[[337.47, 40.96, 534.03, 251.9]]",$4 x-3 y=6$,"주어진 그래프는 두 점 $(-3, 0), (0, 4)$를 지나므로 \[ (\text { 기울기 })=\frac{4-0}{0+3}=\frac{4}{3} \] ① $y=-\frac{4}{3} x-2$ ② $y=-\frac{3}{4} x+\frac{3}{2}$ ③ $y=\frac{3}{4} x-\frac{3}{2}$ ④ $y=\frac{4}{3} x-2$ ⑤ $y=\frac{1}{3} x-2$ 따라서 기울기가 $\frac{4}{3}$ 인 ④와 평행하다.",,,,,
S3_중등_2_001830,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,일차함수 그래프 해석 - 기울기와 절편,"오른쪽 그림은 일차함수 $y=a x+b$의 그래프이다. 이 그래프와 일차방정식 $m x+y=-1$의 그래프가 서로 평행할 때, 상수 $m$의 값은?","이 이미지에는 $xy$ 좌표 평면에 그려진 선형 그래프가 포함되어 있습니다. $x$축과 $y$축이 표시되어 있으며, 선은 양의 방향으로 기울어져 있습니다. $y$축의 값이 $2$인 지점과 $x$축의 값이 $4$인 지점을 지납니다.","[[430.24, 37.620000000000005, 706.99, 304.12]]",② $\frac{1}{2}$,\[ \begin{array}{l} m x+y=-1 \text { 에서 } y=-m x-1 \text { 이므로 } \\ \text { 기울기는 }-m \text { 이다. } \end{array} \] 그런데 주어진 그래프의 기울기가 $-\frac{1}{2}$ 이므로 \[ -m=-\frac{1}{2} \text { 이다. } \] 따라서 $m=\frac{1}{2}$ 이다.,,,,,
S3_중등_2_001832,객관식,중,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,연립방정식 그래프 - 교점과 해,연립방정식 \[ \left\{\begin{array}{l} 2 x-3 y+a=0 \\ 4 x+5 y-b=0 \end{array}\right. \]의 해를 구하기 위하여 두 일 차방정식의 그래프를 그렸더 니 오른쪽과 같았다. 이때 $\overline{\mathrm{AB}}$의 길이는?,"연립방정식 \[ \left\{\begin{array}{l} 2 x-3 y+a=0 \\ 4 x+5 y-b=0 \end{array}\right. \]를 그래프로 그렸을 때 두 개의 선이 점 (-2, 4)에서 교차된다.","[[280.5, 27.92, 448.5, 161.92]]",④ 11,"\[ \left\{\begin{array}{l} 2 x-3 y+a=0 ㉠\\ 4 x+5 y-b=0 ㉡ \end{array}\right. \] ㉠, ㉡에 각각 $x=-2, y=4$를 대입하면 $a=16, b=12$ 이므로 \[ \left\{\begin{array}{l} 2 x-3 y+16=0 ㉢\\ 4 x+5 y-12=0 ㉣ \end{array}\right. \] $x$ 절편을 구하기 위해 $y=0$을 ㉢, ㉣에 각각 대입하면 $x=-8, x=3$ 이므로 $\mathrm{A}(-8, 0), \mathrm{B}(3, 0)$ 이다.",,,,,
S3_중등_2_003911,객관식,하,9수02-15,"[9수02-15] 일차함수의 개념을 이해하고, 그 그래프를 그릴 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,일차함수 판별,다음 중 일차함수인 것을 모두 고르면?,"다음 중 일차함수인 것을 모두 고르면? ① $y=2 x+3$ ①, ② $y=\frac{5}{x}$ ③ $2 x+3=5$ ④ $y=-\frac{1}{4} x+7$ ④ ⑤ $y=x^{2}+3 x-1$","[[21.47, 21.84, 531.52, 317.27]]","① $y=2 x+3$ | ④ $y=-\frac{1}{4} x+7$ | ①, ④","는 일차함수가 아니다. | ② $y=\frac{5}{x}$, ③ $2 x+3=5$, ⑤ $y=x^{2}+3 x-1$",mixed_with_image,recovered,"① $y=2 x+3$ ①, ④ $y=-\frac{1}{4} x+7$ ④",True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [21.47, 77.85, 164.95, 108.32]}, {""class_name"": ""정답(이미지)"", ""bbox"": [38.27, 291.27, 100.27, 317.27]}, {""class_name"": ""정답(이미지)"", ""bbox"": [21.48, 131.56, 194.43, 184.57]}, {""class_name"": ""정답(이미지)"", ""bbox"": [38.27, 291.27, 100.27, 317.27]}]"
S3_중등_2_003912,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,x절편/y절편과 도형의 넓이,"오른쪽 그림에서 직선 $\frac{x}{4}+\frac{y}{5}=1$과 $x$축, $y$축으로 둘러싸인 $\triangle \mathrm{OAB}$의 넓이는?","좌표 평면에서 직선 \(\frac{x}{4} + \frac{y}{5} = 1 \)이 그려져 있음. x축은 A, y축은 B로 표시됨. 원점은 O로 나타냄.","[[373.5, 36, 569.5, 236]]",⑤ 10,"직선 $\frac{x}{4}+\frac{y}{5}=1$의 $x$ 절편은 $4, y$절편은 5이므로 $\triangle \mathrm{OAB}$의 넓이는 $\frac{1}{2} \times 4\times 5=10$",,,,,
S3_중등_2_003913,객관식,중,9수02-16,"[9수02-16] 일차함수의 그래프의 성질을 이해하고, 이를 활용하여 문제를 해결할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,평행한 직선과 일차함수 식,"두 점 $(0, 2), (4, 0)$을 지나는 일차함수의 그래프와 평행하고, 점 (2, 4)들 지나는 그래프가 나타내는 일차함수의 식은?","두 점 $(0, 2), (4, 0)$을 지나는 일차함수의 그래프와 평행하고, 점 (2, 4)들 지나는 그래프가 나타내는 일차함수의 식은? ① $y=\frac{1}{2} x-1$ ② $y=\frac{1}{2} x+\frac{3}{2}$ ③ $y=-\frac{1}{2} x+\frac{5}{2}$ ④ $y=-\frac{1}{2} x-\frac{1}{2}$ $y=-\frac{1}{2} x+5$","[[13.01, 15.16, 540.51, 315.13]]",$y=-\frac{1}{2} x+5$,"두 점 $(0, 2), (4, 0)$을 지나는 직선의 기울기는 $($ 기울기 $)=\frac{0-2}{4-0}=\frac{-2}{4}=-\frac{1}{2}$ 이므로 $y=-\frac{1}{2} x+b$ 라이 직선이 점 $(2, 4)$을 지나므로 $4=-\frac{1}{2} \times 2+b, b=5$",mixed_with_image,recovered,$y=-\frac{1}{2} x+5$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [51.01, 263.63, 186.51, 315.13]}]"
S3_중등_2_003918,객관식,하,9수02-17,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,1. 일차함수와 일차방정식,직선의 방정식 판별과 특수 직선,"점 $(1, -4)$를 지나고 $y$ 축에 평행한 직선의 방정식은?","점 $(1, -4)$를 지나고 $y$ 축에 평행한 직선의 방정식은? ① $y=1$ ③ $y=-4$ ④ $x=-4$ ⑤ $y=x-4$ $x=1$","[[18.78, 18.77, 537.78, 198.31]]",$x=1$,"점 $(1, -4)$를 지나고 $y$ 축에 평행한 직선의 방정식은 $x=1$ 이다.",mixed_with_image,recovered,$x=1$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [294.14, 100.19, 351.17, 122.13]}]"
S3_중등_2_003919,객관식,하,9수02-17,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,1. 일차함수와 일차방정식,직선의 방정식 판별과 특수 직선,"두 점 (-2, 1), (4, 3)을 지나는 직선의 방정식은?","두 점 (-2, 1), (4, 3)을 지나는 직선의 방정식은? ② $y=\frac{1}{2} x+2$ ③ $y=\frac{1}{4} x+\frac{3}{2}$ ④ $y=-\frac{1}{2} x$ ⑤ $y=-\frac{1}{3} x+\frac{1}{3}$ $y=\frac{1}{3} x+\frac{5}{3}$","[[19.94, 18.92, 538.72, 282.2]]",$y=\frac{1}{3} x+\frac{5}{3}$,"두 점 $(-2, 1), (4, 3)$을 지나는 직선의 기울기는 $($기울기 $)=\frac{3-1}{4-(-2)}=\frac{2}{6}=\frac{1}{3}$ 이므로 $y=\frac{1}{3} x+b$ 라하고 점 $(-2, 1)$을 대입하면 $1=\frac{1}{3} \times(-2)+b, \quad b=\frac{5}{3}$ 따라서 $y=\frac{1}{3} x+\frac{5}{3}$",mixed_with_image,recovered,$y=\frac{1}{3} x+\frac{5}{3}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [54.71, 99, 180.99, 147.76]}]"
S3_중등_2_003920,객관식,중,9수02-17,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,1. 일차함수와 일차방정식,직선의 방정식 판별과 특수 직선,"일차방정식 $a x-3 y+b=0(a \neq 0)$의 그 래프가 오른쪽 그림과 같을 때, $3 a+b$의 값은?","이 이미지는 2차원 좌표 평면을 나타내고 있으며, y축과 x축이 각각 수직으로 교차하고 있습니다. 직선의 방정식은 \(ax - 3y+b = 0 \) 형태로 주어져 있습니다. 직선은 (3, 2) 점을 지나고 있으며, x축과 y축의 값은 각각 3과 2로 표시되어 있습니다.","[[338, 53.41, 563, 273.41]]",④ 6,"일차방정식 $a x-3 y+b=0(a \neq 0)$의 그래프가 점 $(3, 2)$를 지나고 $y$ 절편이 -3 이다. $a x-3 y+b=0$을 $y$에 대하여 정리하면 $y=\frac{a}{3} x+\frac{b}{3}$에서 $\frac{b}{3}=-3$ 이므로 $b=-9$ 또 주어진 식에 $(3, 2)$를 대입하면 $2=\frac{a}{3} \times 3+\frac{(-9)}{3}$에서 $(3, 2)$0 따라서 $(3, 2)$1",,,,,
S3_중등_2_003921,객관식,중,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,연립방정식 그래프 - 교점과 해,"두 일차방정식 \[ \begin{array}{l} x+b y=2(b \neq 0), \\ a x-y=-4(a \neq 0) \text { } \end{array} \]의 그래프가 오른쪽 그림과 같을 때, $a-b$의 값은?","X, Y가 3, 1인 일차방정식 좌표이며, (3, 1) 지점을 중심으로 두 선이방사형으로 뻗어있다.","[[292.84, 12.95, 551.84, 194.95]]",③ 0,"두 일차방정식 $x+b y=2(b \neq 0), a x-y=-4$ $(a \neq 0)$의 그래프가 교점 $(3, 1)$을 지나므로 $x$에 3, $y$에 1을 대입하면 $\left\{\begin{array}{c}3+b=2 \\ 3 a-1=-4\end{array}\right. $ 이므로 $b=-1$, $a=-1$ 이다. 따라서 $a-b=-1-(-1)=0$",,,,,
S3_중등_2_003922,객관식,중,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,연립방정식 그래프 - 교점과 해,오른쪽 그림은 연립방정식 $\left\{\begin{array}{l}a x+y=6 \\ 2 x-3 y=2\end{array}\right. $ $(a \neq 0)$의 해를 구하기 위하여 두 방정식의 그래프를 그린 것이다. 이때 상수 $a$의 값은?,그래프의 x축과 y축이 있고 y값이 2인 점에서 수평으로 점선이 그려져 있고 초록색 선과 보라색 선이 2에서 교차한다.,"[[297.75, 24.88, 552.75, 239.88]]",④ 1,"연립방정식 $\left\{\begin{array}{l}a x+y=6 \\ 2 x-3 y=2\end{array}(a \neq 0)\right. $의 해의 $y$ 좌표가 2 이므로 $y$에 2을 대입하면 $\left\{\begin{array}{c}a x+2=6 \\ 2 x-3 \times 2=2\end{array}\right. $ 이므로 $x=4, x$에 4를 대입하면 $a=1$",,,,,
S3_중등_2_003923,객관식,중,9수02-17,[9수02-17] 일차함수와 미지수가 2개인 일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,1. 일차함수와 일차방정식,일차방정식을 일차함수로 변형,"어떤 환자가 1분에 2mL 씩 들어가는 링거 주 사를 맞고 있다. 주사를 40분 동안 맞은 후 남아 있는 주사약의 양을 보았더니 420mL 였다. 주사를 $x$ 분 동안 맞았을 때, 병에 남아 있는 주사약의 양을 $y \mathrm{~mL}$라고 할 때, $y$를 $x$에 대한 식으로 나타내면?","어떤 환자가 1분에 2mL 씩 들어가는 링거 주 사를 맞고 있다. 주사를 40분 동안 맞은 후 남아 있는 주사약의 양을 보았더니 420mL 였다. 주사를 $x$ 분 동안 맞았을 때, 병에 남아 있는 주사약의 양을 $y \mathrm{~mL}$라고 할 때, $y$를 $x$에 대한 식으로 나타내면? ① $y=80-2 x$ ② $y=420-2 x$ ③ $y=500-2 x$ ④ $y=80+2 x$ ⑤ $y=420+2 x$","[[14.59, 13.06, 539.6, 345.38]]",③ $y=500-2 x$,"1분에 2mL 씩 들어가는 링거 주사를 맞는 데 | 주사를 $x$ 분 동안 맞았을 때, 병에 남아 있는 주 사약의 양을 $y \mathrm{~mL}$ 라 하면 $y=a-2 x$ (단, $a$는 처음 주사약의 양) 주사를 40분 동안 맞은 후 남아 있는 주사약의 양을 보았더니 420mL이므로 $420=a-2 \times 40$에서 $a=500$ 따라서 $y=500-2 x$",mixed_with_image,recovered,③ $y=500-2 x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [14.59, 275.98, 180.34, 306.19]}]"
S3_중등_2_003926,객관식,중,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,두 직선의 교점과 직선의 방정식,"두 직선 $x+y=4, 3 x-2 y=3$과 $x$ 축으로 둘러싸인 삼각형의 넓이는?","두 직선 $x+y=4, 3 x-2 y=3$과 $x$ 축으로 둘러싸인 삼각형의 넓이는? ① $\frac{7}{2}$ ② $\frac{9}{5}$ ③ $\frac{9}{2}$ ④ $\frac{27}{10}$ ⑤ $\frac{35}{10}$","[[16.99, 10.64, 720.74, 290.12]]",④ $\frac{27}{10}$,"두 직선 $x+y=4$, $3 x-2 y=3$과 $x$ 축을 그래프로 나타내면 오른쪽 그림과 같다. 또 두 직선의 교점은 $\left(\frac{11}{5}, \frac{9}{5}\right)$ 이다. | 따라서 두 그래프로 둘러싸인 도형의 넓이는 $\frac{1}{2} \times 3 \times \frac{9}{5}=\frac{27}{10}$ | 좌표평면에 y축에 $\frac{9}{5}$와 x축에 $\frac{11}{5}$가 교차하는 지점에 2개의 직선이 있으며 하나의 직선은 $3 x - 2 y = 3$로 1에서 상승한다. 또 다른 하나의 직선은 $x+y=4$로 x축의 4에서 y축의 4로 상승한다. 시작점 O가 있다.",text,recovered,④ $\frac{27}{10}$,True,
S3_중등_2_003927,객관식,중,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,연립방정식 그래프 - 교점과 해,"두 일차방정식 $a x+b y=3$ $(a \neq 0, b \neq 0), 2 a x-3 b y=5$ $(a \neq 0, b \neq 0)$의 그래프가 오른쪽 그림과 같을 때, $3 a-b$의 값은?","좌표평면의 그래프로 x축과 y축이 있으며, y축에 1, x축에 2의 파란색 선과 보라색 선이 교차함.","[[503.75, 31.37, 748.75, 330.37]]",④ 4,"두 일차방정식 $a x+b y=3(a \neq 0, b \neq 0)$, $2 a x-3 b y=5(a \neq 0, b \neq 0)$의 그래프가 교점 $(2, 1)$을 지나므로 $2 a+b=3, 4 a-3 b=5$이 두 방정식을 연립하여 풀면 $a=1. 4, b=0. 2$ $3 a-b=4$",,,,,
S3_중등_2_003928,객관식,상,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,두 직선의 교점과 직선의 방정식,"오른쪽 그림과 같이 $x$ 축 위에서 만나는 두 직선 $y=\frac{1}{5} x+2$, \[ y=a x+b(a \neq 0) \text { 와 } \] $y$ 축으로 둘러싸인 부분의 넓이가 15 일 때, 상수 $a+b$의 값은?","제1 사분면 $x=-10$ 축 위에서 만나는 두 직선 $y=\frac{1}{5} x+2$, $y=a x+b(a \neq 0)$와 $y$ 축으로 둘러싸인 부분의 넓이가 15이다.","[[382.75, 13.75, 752.75, 247.5]]",① $\frac{11}{2}$,"직선 $y=\frac{1}{5} x+2$가 $x$ 축과 만나는 점의 좌표는 $(-10, 0)$ 이다. 또 직선 $y=a x+b(a \neq 0)$가 $y$ 축과 만나는 점의 좌표는 $(0, b)$ 이다. 넓이가 15 이므로 $\frac{1}{2} \times 10 \times(b-2)=15, b=5$ 점 $(-10, 0)$을 $y=a x+5$에 대입하면 $0=-10 a+5, a=\frac{1}{2}$ 따라서 $x$0",,,,,
S3_중등_2_003929,객관식,상,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,연립방정식 그래프 - 교점과 해,"두 일차방정식 $4 x-y-1=0, 2 x+3 y=k$의 그래프가 제 4 사분면에서 만날 때, 상수 $k$의 값의 범위는?","두 일차방정식 $4 x-y-1=0, 2 x+3 y=k$의 그래프가 제 4 사분면에서 만날 때, 상수 $k$의 값의 범위는? ① $-4<k<0$ ② $-3<k<\frac{1}{2}$ ③ $-4<k<\frac{3}{2}$ ④ $-3<k<\frac{5}{2}$ ⑤ $-3<k<\frac{1}{2}$","[[22, 15.16, 726, 417.38]]",⑤ $-3<k<\frac{1}{2}$,"두 일차방정식 | $4 x-y-1=0, \quad 2 x+3 y=k$의 그래프가 제 4 사분면에 서 만날 때를 나타내면 다 음과 같다. 따라서 점 $\left(\frac{1}{4}, 0\right)$과 | 점 $(0, -1)$을 $2 x+3 y=k$에 대입하면 $k=\frac{1}{2}, k=-3$ 이므로 $k$의 값의 범위는 $-3<k<\frac{1}{2}$ 이다. | 좌표 평면 위에 두 개의 빨간평행선이 그려져 있고, 하나의 직선이 그 중심을 가로지르고 있음. 직선의 방정식은 \(4x-y - 1 = 0\)으로 표시됨. x축과 y축의 좌표가 각각 표시되어 있으며, y축에는 \(O\)라는 원점, 아래쪽에는 \(-1\)이라는 값이 있음. 직선의 기울기는 \(\frac{1}{4}\)로 나타남.",text,recovered,⑤ $-3<k<\frac{1}{2}$,True,
S3_중등_2_003930,객관식,상,9수02-18,[9수02-18] 두 일차함수의 그래프와 연립일차방정식의 관계를 설명할 수 있다.,3. 일차함수,2. 일차함수와 일차방정식의 관계,2. 연립일차방정식의 해와 그래프,연립방정식 그래프 - 교점과 해,"물이 들어 있는 수조에서 일정한 비율로 물을 빼내고 있다. 10분과 20분 후에 수면의 높이를 재었더니 각각 60cm와 40cm이었다. 물을 $x$ 분 동안 빼낸 후의 수면의 높이를 $y \mathrm{~cm}$라고 할 때, $y$를 $x$에 대한 식으로 나타내면?","물이 들어 있는 수조에서 일정한 비율로 물을 빼내고 있다. 10분과 20분 후에 수면의 높이를 재었더니 각각 60cm와 40cm이었다. 물을 $x$ 분 동안 빼낸 후의 수면의 높이를 $y \mathrm{~cm}$라고 할 때, $y$를 $x$에 대한 식으로 나타내면? ① $y=80-2 x$ ② $y=420-2 x$ ③ $y=500-2 x$ ④ $y=80+2 x$ ⑤ $y=420+2 x$","[[16.5, 12.92, 718.5, 410.5]]",① $y=80-2 x$,"물이 들어 있는 수조에서 일정한 비율로 물을 뻬내고 있다. 10분과 20분 후에 수면의 높이를 재었더니 각각 60cm와 40cm이었으므로 1분에 2cm씩 물을 빼내고 있다. 물을 $x$분 동안 빼낸 후의 수면의 높이를 $y \mathrm{~cm}$라고 하면 $y=a-2 x$ (단, $a$는 처음 물의 양) 10분 후 높이가 60cm이므로 $60=a-2 \times 10$에서 $a=80$ 이다. 따라서 $y=80-2 x$",mixed_with_image,recovered,① $y=80-2 x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [18.5, 264.5, 225.5, 307.5]}]"
S3_중등_2_004103,객관식,하,9수02-14,"[9수02-14] 함수의 개념을 이해하고, 함숫값을 구할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,1. 함수,함숫값 계산,"주훈이네 반 학생들이 1 개당 3000 원 짜리 도시락을 주문하려고 한다. 다음 표의 ㉮, ㉯에 들어갈 수나 식으로 옳은 것은?","<div class=""table_tabular "" style=""text-align: center""> <div class=""inline-tabular""><table id=""tabular""> <tbody> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: center; border-left-style: solid !important; border-left-width: 1px !important; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">도시락 개수</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">1</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">2</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; "">3</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top-style: solid !important; border-top-width: 1px !important; width: auto; vertical-align: middle; ""><span class=""math-inline ""> $x$</span></td> </tr> <tr style=""border-top: none !important; border-bottom: none !important;""> <td style=""text-align: center; border-left-style: solid !important; border-left-width: 1px !important; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">도시락 값(원)</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">3000</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">㉮</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">9000</td> <td style=""text-align: center; border-right-style: solid !important; border-right-width: 1px !important; border-bottom-style: solid !important; border-bottom-width: 1px !important; border-top: none !important; width: auto; vertical-align: middle; "">㉯</td> </tr> </tbody> </table> </div></div>","[[7.27, 89.85, 730.56, 171.81]]",$\begin{array}{lll} & \text { (가) } & \text { (나) } \\ \text { (1) } & 6000 & 3000 x\end{array}$,개당 3000 원이므로 ㉮: $3000 \times 2=6000$ ㉯: $3000 \times x=3000 x$,,,,,
S3_중등_2_004104,객관식,하,9수02-14,"[9수02-14] 함수의 개념을 이해하고, 함숫값을 구할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,1. 함수,함숫값 계산,함수 $f(x)=4 x$에 대하여 $x=3$ 일 때의 함숫값은?,함수 $f(x)=4 x$에 대하여 $x=3$ 일 때의 함숫값은? ① 4 ② 8 ③ 12 ④ 16 ⑤ 20,"[[39.89, 8.64, 658.08, 75.07]]",③ 12,$f(3)=4 \times 3=12$,text,recovered,③ 12,True,
S3_중등_2_004105,객관식,하,9수02-14,"[9수02-14] 함수의 개념을 이해하고, 함숫값을 구할 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,1. 함수,함숫값 계산,함수 $f(x)=-\frac{6}{x}$에 대하여 $f(-2)$의 값은?,함수 $f(x)=-\frac{6}{x}$에 대하여 $f(-2)$의 값은? ① $-3$ ② $-2$ ③$ -1$ ④ $2$ ⑤ 3,"[[41.28, 12.69, 647.59, 102.1]]",⑤ 3,$f(-2)=-\frac{6}{-2}=3$,text,recovered,⑤ 3,True,
S3_중등_2_004107,객관식,하,9수02-15,"[9수02-15] 일차함수의 개념을 이해하고, 그 그래프를 그릴 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,일차함수 판별,다음 중 $x$에 대한 일차식은?,다음 중 $x$에 대한 일차식은? ① 4 ③ $x^{2}$ ④ $x^{2}-2 x$ ⑤ $1-x^{2}$ $-x+4$,"[[16.99, 13.96, 558.21, 113.08]]",$-x+4$,"①은 상수항이다. ② $-x+4$ 일차식이다. ③, ④, ⑤는 이차식이다.",mixed_with_image,recovered,$-x+4$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [16.99, 54.71, 115.68, 113.08]}, {""class_name"": ""오답(이미지)"", ""bbox"": [505.15, 50.47, 558.21, 81.24]}, {""class_name"": ""오답(이미지)"", ""bbox"": [16.99, 54.71, 115.68, 113.08]}, {""class_name"": ""오답(이미지)"", ""bbox"": [263.19, 84.96, 347.03, 113.08]}, {""class_name"": ""정답(이미지)"", ""bbox"": [295.07, 58.28, 357.23, 75.81]}]"
S3_중등_2_004108,객관식,하,9수02-15,"[9수02-15] 일차함수의 개념을 이해하고, 그 그래프를 그릴 수 있다.",3. 일차함수,1. 일차함수와 그 그래프,2. 일차함수와 그 그래프,일차함수 판별,다음 중 일차함수를 가장 바르게 나타낸 것은?,"다음 중 일차함수를 가장 바르게 나타낸 것은? ① $y=a x$ ② $y=a x+b$ ③ $y=a x+b(a, b$ 는 상수 $)$ ⑤ $y=a x+b \quad(a, b$ 는 상수, $b \neq 0)$ $y=a x+b \quad(a, b$는 상수, $a \neq 0)$","[[20.9, 21.8, 642.3, 143.6]]","$y=a x+b \quad(a, b$는 상수, $a \neq 0)$","일차식이 되려면 $x$ 항의 계수가 0이 아니어야 한다. 따라서 일차함수 $y=a x+b(a, b$는 상수, $a \neq 0)$",mixed_with_image,recovered,"$y=a x+b \quad(a, b$는 상수, $a \neq 0)$",True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [20.9, 59.4, 328.7, 143.6]}, {""class_name"": ""오답(이미지)"", ""bbox"": [333.9, 59.8, 451.9, 84.4]}, {""class_name"": ""오답(이미지)"", ""bbox"": [20.9, 59.4, 328.7, 143.6]}, {""class_name"": ""오답(이미지)"", ""bbox"": [20.9, 59.4, 328.7, 143.6]}, {""class_name"": ""정답(이미지)"", ""bbox"": [364.9, 91.2, 642.3, 113.8]}]"
